volume_id,layer_id,module_id,cx,cy,cz,rot_xu,rot_xv,rot_xw,rot_yu,rot_yv,rot_yw,rot_zu,rot_zv,rot_zw,module_t,module_minhu,module_maxhu,module_hv,pitch_u,pitch_v
7,2,47,60.976,-25.2571,-1498,0.382683,0.92388,0,0.92388,-0.382683,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,48,128.071,-56.5489,-1498,0.403921,0.914794,0,0.914794,-0.403921,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,49,132.742,-44.4908,-1502,0.317791,0.948161,0,0.948161,-0.317791,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,50,64.1764,-15.4074,-1502,0.233445,0.97237,0,0.97237,-0.233445,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,51,136.281,-32.0531,-1498,0.228951,0.973438,0,0.973438,-0.228951,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,52,65.7965,-5.1783,-1497.5,0.0784591,0.996917,0,0.996917,-0.0784591,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,53,138.657,-19.3419,-1502,0.138156,0.99041,0,0.99041,-0.138156,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,54,139.851,-6.46568,-1498,0.0461835,0.998933,0,0.998933,-0.0461835,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,55,65.7965,5.1783,-1502.5,-0.0784591,0.996917,0,0.996917,0.0784591,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,56,139.851,6.46568,-1502,-0.0461835,0.998933,0,0.998933,0.0461835,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,57,138.657,19.3419,-1498,-0.138156,0.99041,0,0.99041,0.138156,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,58,64.1764,15.4074,-1498,-0.233445,0.97237,0,0.97237,0.233445,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,59,136.281,32.0531,-1502,-0.228951,0.973438,0,0.973438,0.228951,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,60,60.976,25.2571,-1502,-0.382683,0.92388,0,0.92388,0.382683,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,61,132.742,44.4908,-1498,-0.317791,0.948161,0,0.948161,0.317791,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,62,128.071,56.5489,-1502,-0.403921,0.914794,0,0.914794,0.403921,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,63,56.2743,34.4849,-1497.5,-0.522499,0.85264,0,0.85264,0.522499,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,64,122.307,68.1246,-1498,-0.486604,0.873622,0,0.873622,0.486604,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,65,115.5,79.1191,-1502,-0.565136,0.824997,0,0.824997,0.565136,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,66,50.1868,42.8636,-1502.5,-0.649448,0.760406,0,0.760406,0.649448,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,67,107.707,89.4386,-1498,-0.638847,0.769334,0,0.769334,0.638847,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,68,42.8636,50.1868,-1498,-0.760406,0.649448,0,0.649448,0.760406,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,69,98.9949,98.9949,-1502,-0.707107,0.707107,0,0.707107,0.707107,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,70,89.4386,107.707,-1498,-0.769334,0.638847,0,0.638847,0.769334,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,71,34.4849,56.2743,-1502,-0.85264,0.522499,0,0.522499,0.85264,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,72,79.1191,115.5,-1502,-0.824997,0.565136,0,0.565136,0.824997,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,73,68.1246,122.307,-1498,-0.873622,0.486604,0,0.486604,0.873622,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,74,25.2571,60.976,-1497.5,-0.92388,0.382683,0,0.382683,0.92388,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,75,56.5489,128.071,-1502,-0.914794,0.403921,0,0.403921,0.914794,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,76,44.4908,132.742,-1498,-0.948161,0.317791,0,0.317791,0.948161,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,77,15.4074,64.1764,-1502.5,-0.97237,0.233445,0,0.233445,0.97237,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,78,32.0531,136.281,-1502,-0.973438,0.228951,0,0.228951,0.973438,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,79,5.1783,65.7965,-1498,-0.996917,0.0784591,0,0.0784591,0.996917,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,80,19.3419,138.657,-1498,-0.99041,0.138156,0,0.138156,0.99041,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,81,6.46568,139.851,-1502,-0.998933,0.0461835,0,0.0461835,0.998933,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,82,-5.1783,65.7965,-1502,-0.996917,-0.0784591,0,-0.0784591,0.996917,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,83,-6.46568,139.851,-1498,-0.998933,-0.0461835,0,-0.0461835,0.998933,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,84,-19.3419,138.657,-1502,-0.99041,-0.138156,0,-0.138156,0.99041,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,85,-15.4074,64.1764,-1497.5,-0.97237,-0.233445,0,-0.233445,0.97237,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,86,-32.0531,136.281,-1498,-0.973438,-0.228951,0,-0.228951,0.973438,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,87,-25.2571,60.976,-1502.5,-0.92388,-0.382683,0,-0.382683,0.92388,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,88,-44.4908,132.742,-1502,-0.948161,-0.317791,0,-0.317791,0.948161,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,89,-56.5489,128.071,-1498,-0.914794,-0.403921,0,-0.403921,0.914794,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,90,-34.4849,56.2743,-1498,-0.85264,-0.522499,0,-0.522499,0.85264,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,91,-68.1246,122.307,-1502,-0.873622,-0.486604,0,-0.486604,0.873622,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,92,-79.1191,115.5,-1498,-0.824997,-0.565136,0,-0.565136,0.824997,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,93,-42.8636,50.1868,-1502,-0.760406,-0.649448,0,-0.649448,0.760406,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,94,-89.4386,107.707,-1502,-0.769334,-0.638847,0,-0.638847,0.769334,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,95,-98.9949,98.9949,-1498,-0.707107,-0.707107,0,-0.707107,0.707107,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,96,-50.1868,42.8636,-1497.5,-0.649448,-0.760406,0,-0.760406,0.649448,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,97,-107.707,89.4386,-1502,-0.638847,-0.769334,0,-0.769334,0.638847,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,98,-56.2743,34.4849,-1502.5,-0.522499,-0.85264,0,-0.85264,0.522499,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,99,-115.5,79.1191,-1498,-0.565136,-0.824997,0,-0.824997,0.565136,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,100,-122.307,68.1246,-1502,-0.486604,-0.873622,0,-0.873622,0.486604,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,101,-60.976,25.2571,-1498,-0.382683,-0.92388,0,-0.92388,0.382683,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,102,-128.071,56.5489,-1498,-0.403921,-0.914794,0,-0.914794,0.403921,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,103,-132.742,44.4908,-1502,-0.317791,-0.948161,0,-0.948161,0.317791,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,104,-64.1764,15.4074,-1502,-0.233445,-0.97237,0,-0.97237,0.233445,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,105,-136.281,32.0531,-1498,-0.228951,-0.973438,0,-0.973438,0.228951,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,106,-65.7965,5.1783,-1497.5,-0.0784591,-0.996917,0,-0.996917,0.0784591,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,107,-138.657,19.3419,-1502,-0.138156,-0.99041,0,-0.99041,0.138156,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,2,108,-139.851,6.46568,-1498,-0.0461835,-0.998933,0,-0.998933,0.0461835,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,1,-65.7965,-5.1783,-1302.5,0.0784591,-0.996917,0,-0.996917,-0.0784591,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,2,-139.851,-6.46568,-1302,0.0461835,-0.998933,0,-0.998933,-0.0461835,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,3,-138.657,-19.3419,-1298,0.138156,-0.99041,0,-0.99041,-0.138156,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,4,-64.1764,-15.4074,-1298,0.233445,-0.97237,0,-0.97237,-0.233445,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,5,-136.281,-32.0531,-1302,0.228951,-0.973438,0,-0.973438,-0.228951,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,6,-60.976,-25.2571,-1302,0.382683,-0.92388,0,-0.92388,-0.382683,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,7,-132.742,-44.4908,-1298,0.317791,-0.948161,0,-0.948161,-0.317791,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,8,-128.071,-56.5489,-1302,0.403921,-0.914794,0,-0.914794,-0.403921,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,9,-56.2743,-34.4849,-1297.5,0.522499,-0.85264,0,-0.85264,-0.522499,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,10,-122.307,-68.1246,-1298,0.486604,-0.873622,0,-0.873622,-0.486604,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,11,-115.5,-79.1191,-1302,0.565136,-0.824997,0,-0.824997,-0.565136,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,12,-50.1868,-42.8636,-1302.5,0.649448,-0.760406,0,-0.760406,-0.649448,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,13,-107.707,-89.4386,-1298,0.638847,-0.769334,0,-0.769334,-0.638847,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,14,-42.8636,-50.1868,-1298,0.760406,-0.649448,0,-0.649448,-0.760406,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,15,-98.9949,-98.9949,-1302,0.707107,-0.707107,0,-0.707107,-0.707107,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,16,-89.4386,-107.707,-1298,0.769334,-0.638847,0,-0.638847,-0.769334,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,17,-34.4849,-56.2743,-1302,0.85264,-0.522499,0,-0.522499,-0.85264,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,18,-79.1191,-115.5,-1302,0.824997,-0.565136,0,-0.565136,-0.824997,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,19,-68.1246,-122.307,-1298,0.873622,-0.486604,0,-0.486604,-0.873622,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,20,-25.2571,-60.976,-1297.5,0.92388,-0.382683,0,-0.382683,-0.92388,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,21,-56.5489,-128.071,-1302,0.914794,-0.403921,0,-0.403921,-0.914794,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,22,-44.4908,-132.742,-1298,0.948161,-0.317791,0,-0.317791,-0.948161,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,23,-15.4074,-64.1764,-1302.5,0.97237,-0.233445,0,-0.233445,-0.97237,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,24,-32.0531,-136.281,-1302,0.973438,-0.228951,0,-0.228951,-0.973438,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,25,-5.1783,-65.7965,-1298,0.996917,-0.0784591,0,-0.0784591,-0.996917,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,26,-19.3419,-138.657,-1298,0.99041,-0.138156,0,-0.138156,-0.99041,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,27,-6.46568,-139.851,-1302,0.998933,-0.0461835,0,-0.0461835,-0.998933,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,28,5.1783,-65.7965,-1302,0.996917,0.0784591,0,0.0784591,-0.996917,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,29,6.46568,-139.851,-1298,0.998933,0.0461835,0,0.0461835,-0.998933,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,30,19.3419,-138.657,-1302,0.99041,0.138156,0,0.138156,-0.99041,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,31,15.4074,-64.1764,-1297.5,0.97237,0.233445,0,0.233445,-0.97237,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,32,32.0531,-136.281,-1298,0.973438,0.228951,0,0.228951,-0.973438,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,33,25.2571,-60.976,-1302.5,0.92388,0.382683,0,0.382683,-0.92388,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,34,44.4908,-132.742,-1302,0.948161,0.317791,0,0.317791,-0.948161,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,35,56.5489,-128.071,-1298,0.914794,0.403921,0,0.403921,-0.914794,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,36,34.4849,-56.2743,-1298,0.85264,0.522499,0,0.522499,-0.85264,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,37,68.1246,-122.307,-1302,0.873622,0.486604,0,0.486604,-0.873622,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,38,79.1191,-115.5,-1298,0.824997,0.565136,0,0.565136,-0.824997,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,39,42.8636,-50.1868,-1302,0.760406,0.649448,0,0.649448,-0.760406,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,40,89.4386,-107.707,-1302,0.769334,0.638847,0,0.638847,-0.769334,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,41,98.9949,-98.9949,-1298,0.707107,0.707107,0,0.707107,-0.707107,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,42,50.1868,-42.8636,-1297.5,0.649448,0.760406,0,0.760406,-0.649448,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,43,107.707,-89.4386,-1302,0.638847,0.769334,0,0.769334,-0.638847,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,44,56.2743,-34.4849,-1302.5,0.522499,0.85264,0,0.85264,-0.522499,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,45,115.5,-79.1191,-1298,0.565136,0.824997,0,0.824997,-0.565136,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,46,122.307,-68.1246,-1302,0.486604,0.873622,0,0.873622,-0.486604,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,47,60.976,-25.2571,-1298,0.382683,0.92388,0,0.92388,-0.382683,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,48,128.071,-56.5489,-1298,0.403921,0.914794,0,0.914794,-0.403921,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,49,132.742,-44.4908,-1302,0.317791,0.948161,0,0.948161,-0.317791,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,50,64.1764,-15.4074,-1302,0.233445,0.97237,0,0.97237,-0.233445,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,51,136.281,-32.0531,-1298,0.228951,0.973438,0,0.973438,-0.228951,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,52,65.7965,-5.1783,-1297.5,0.0784591,0.996917,0,0.996917,-0.0784591,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,53,138.657,-19.3419,-1302,0.138156,0.99041,0,0.99041,-0.138156,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,54,139.851,-6.46568,-1298,0.0461835,0.998933,0,0.998933,-0.0461835,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,55,65.7965,5.1783,-1302.5,-0.0784591,0.996917,0,0.996917,0.0784591,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,56,139.851,6.46568,-1302,-0.0461835,0.998933,0,0.998933,0.0461835,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,57,138.657,19.3419,-1298,-0.138156,0.99041,0,0.99041,0.138156,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,58,64.1764,15.4074,-1298,-0.233445,0.97237,0,0.97237,0.233445,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,59,136.281,32.0531,-1302,-0.228951,0.973438,0,0.973438,0.228951,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,60,60.976,25.2571,-1302,-0.382683,0.92388,0,0.92388,0.382683,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,61,132.742,44.4908,-1298,-0.317791,0.948161,0,0.948161,0.317791,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,62,128.071,56.5489,-1302,-0.403921,0.914794,0,0.914794,0.403921,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,63,56.2743,34.4849,-1297.5,-0.522499,0.85264,0,0.85264,0.522499,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,64,122.307,68.1246,-1298,-0.486604,0.873622,0,0.873622,0.486604,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,65,115.5,79.1191,-1302,-0.565136,0.824997,0,0.824997,0.565136,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,66,50.1868,42.8636,-1302.5,-0.649448,0.760406,0,0.760406,0.649448,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,67,107.707,89.4386,-1298,-0.638847,0.769334,0,0.769334,0.638847,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,68,42.8636,50.1868,-1298,-0.760406,0.649448,0,0.649448,0.760406,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,69,98.9949,98.9949,-1302,-0.707107,0.707107,0,0.707107,0.707107,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,70,89.4386,107.707,-1298,-0.769334,0.638847,0,0.638847,0.769334,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
7,4,71,34.4849,56.2743,-1302,-0.85264,0.522499,0,0.522499,0.85264,0,0,0,-1,0.15,8.4,8.4,36,0.05,0.05625
